Player,Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
Aryna Sabalenka,2022 Guadalajara 2 R32,L vsSamsonova,34.6%,47.4%,45.0%,43.1%,51.0%,37.9%,19.2%,60.0%,0.0%,31.3%,68.8%,63.6%,14.3%,66.7%,-,94
Aryna Sabalenka,2022 San Diego QF,L vsVekic,13.7%,28.4%,50.0%,20.7%,36.2%,52.2%,44.8%,51.7%,50.0%,3.7%,22.2%,46.2%,38.5%,50.0%,33.3%,-87
Aryna Sabalenka,2022 San Diego R16,W vsStephens,19.8%,26.7%,42.4%,21.4%,30.4%,52.3%,17.2%,63.0%,55.6%,18.5%,22.2%,22.7%,36.4%,56.3%,100.0%,17
Aryna Sabalenka,2022 US Open SF,L vsSwiatek,16.9%,28.1%,40.3%,25.0%,41.7%,55.6%,29.6%,42.9%,50.0%,8.8%,14.7%,22.6%,33.3%,78.9%,75.0%,-34
Aryna Sabalenka,2022 US Open QF,W vsPliskova,35.5%,50.0%,56.8%,40.5%,52.4%,56.0%,5.6%,41.7%,-,29.4%,52.9%,58.3%,50.0%,54.5%,-,77
Aryna Sabalenka,2022 US Open R16,W vsCollins,34.0%,46.8%,38.9%,36.8%,49.1%,36.1%,51.4%,40.9%,33.3%,37.9%,55.2%,44.4%,71.4%,50.0%,60.0%,157
Aryna Sabalenka,2022 US Open R32,W vsBurel,22.4%,32.7%,50.0%,27.6%,41.4%,52.4%,58.8%,66.7%,100.0%,16.7%,22.2%,46.7%,16.7%,91.7%,100.0%,17
Aryna Sabalenka,2022 US Open R64,W vsKanepi,24.6%,36.8%,46.7%,31.9%,44.4%,44.9%,30.6%,52.8%,0.0%,16.1%,32.3%,50.0%,27.3%,45.0%,100.0%,18
Aryna Sabalenka,2022 US Open R128,W vsHarrison,25.5%,43.6%,45.9%,22.9%,48.6%,51.9%,29.4%,66.7%,0.0%,37.5%,43.8%,30.0%,62.5%,37.5%,-,137
Aryna Sabalenka,2022 Cincinnati SF,L vsGarcia,30.4%,38.0%,33.3%,38.3%,46.8%,41.4%,40.0%,54.5%,20.0%,24.0%,32.0%,21.1%,18.2%,42.9%,33.3%,97
Aryna Sabalenka,2022 Cincinnati QF,W vsZhang,21.5%,34.4%,47.5%,33.3%,44.4%,52.8%,43.5%,58.1%,75.0%,7.4%,29.6%,40.0%,20.0%,76.5%,100.0%,-60
Aryna Sabalenka,2022 Cincinnati R16,W vsRogers,28.0%,43.0%,50.7%,36.5%,57.1%,57.5%,41.9%,53.1%,66.7%,18.4%,26.3%,41.9%,18.8%,63.6%,100.0%,61
Aryna Sabalenka,2022 Cincinnati R32,W vsKalinskaya,34.9%,55.8%,70.8%,44.4%,70.4%,86.7%,58.3%,60.0%,0.0%,25.0%,41.7%,44.4%,33.3%,50.0%,-,97
Aryna Sabalenka,2022 Toronto R16,L vsGauff,23.7%,35.9%,55.0%,30.9%,47.1%,59.6%,67.7%,48.6%,33.3%,23.3%,34.9%,48.5%,90.5%,31.8%,20.0%,70
Aryna Sabalenka,2022 Toronto R32,W vsSorribes Tormo,19.3%,35.2%,52.7%,30.2%,46.5%,46.7%,47.4%,37.5%,40.0%,13.8%,37.9%,60.0%,78.6%,60.0%,50.0%,-16
Aryna Sabalenka,2022 San Jose QF,L vsKasatkina,7.9%,19.1%,54.8%,8.7%,26.1%,54.8%,78.3%,47.8%,62.5%,13.0%,21.7%,55.0%,93.3%,25.0%,33.3%,-38
Aryna Sabalenka,2022 San Jose R16,W vsDolehide,24.6%,42.6%,55.1%,35.5%,54.8%,60.0%,63.3%,68.8%,75.0%,21.6%,48.6%,48.3%,94.1%,50.0%,33.3%,35
Aryna Sabalenka,2022 Berlin R32,L vsKudermetova,38.5%,45.1%,42.0%,46.3%,57.4%,58.6%,58.3%,60.0%,50.0%,32.3%,32.3%,19.0%,80.0%,12.5%,0.0%,92
Aryna Sabalenka,2022 s Hertogenbosch F,L vsAlexandrova,23.6%,30.9%,31.6%,36.4%,42.4%,38.1%,37.5%,58.8%,33.3%,5.6%,16.7%,23.5%,50.0%,20.0%,-,-66
Aryna Sabalenka,2022 s Hertogenbosch SF,W vsRogers,35.1%,51.4%,43.2%,42.9%,57.1%,41.7%,45.5%,60.0%,33.3%,28.6%,50.0%,45.0%,77.8%,63.2%,75.0%,47
Aryna Sabalenka,2022 s Hertogenbosch QF,W vsVan Uytvanck,26.7%,44.4%,57.1%,30.5%,52.5%,61.0%,73.1%,36.4%,50.0%,21.4%,32.1%,50.0%,70.0%,50.0%,0.0%,13
Aryna Sabalenka,2022 s Hertogenbosch R16,W vsHartono,45.8%,54.2%,43.5%,64.3%,78.6%,70.0%,33.3%,43.8%,-,23.5%,23.5%,23.1%,66.7%,62.5%,0.0%,-104
Aryna Sabalenka,2022 s Hertogenbosch R32,W vsBaindl,32.8%,47.8%,55.9%,44.2%,55.8%,45.8%,50.0%,52.0%,33.3%,23.1%,61.5%,80.0%,83.3%,42.9%,0.0%,25
Aryna Sabalenka,2022 Roland Garros R32,L vsGiorgi,22.2%,30.2%,35.6%,32.5%,42.5%,40.7%,29.2%,75.0%,85.7%,5.3%,10.5%,27.8%,66.7%,61.5%,100.0%,-69
Aryna Sabalenka,2022 Roland Garros R64,W vsBrengle,21.2%,42.3%,63.9%,28.1%,53.1%,65.2%,57.1%,66.7%,0.0%,13.3%,33.3%,61.5%,60.0%,80.0%,50.0%,-4
Aryna Sabalenka,2022 Roland Garros R128,W vsPaquet,16.8%,31.6%,57.1%,22.2%,36.5%,57.1%,65.5%,70.6%,100.0%,8.7%,30.4%,57.1%,76.9%,20.0%,33.3%,-47
Aryna Sabalenka,2022 Rome SF,L vsSwiatek,14.5%,23.6%,29.5%,12.9%,22.6%,18.5%,50.0%,72.7%,66.7%,19.0%,28.6%,47.1%,16.7%,20.0%,28.6%,47
Aryna Sabalenka,2022 Rome QF,W vsAnisimova,26.0%,40.3%,42.9%,34.1%,52.3%,41.4%,31.8%,72.7%,-,20.0%,32.0%,45.0%,69.2%,83.3%,100.0%,56
Aryna Sabalenka,2022 Rome R16,W vsPegula,26.8%,46.4%,51.4%,40.6%,68.8%,52.6%,37.5%,75.0%,0.0%,11.1%,22.2%,50.0%,28.6%,18.2%,0.0%,-23
Aryna Sabalenka,2022 Rome R32,W vsZhang,37.5%,57.5%,58.3%,46.7%,63.3%,62.5%,75.0%,72.2%,-,11.1%,44.4%,50.0%,50.0%,40.0%,-,-4
Aryna Sabalenka,2022 Madrid R64,L vsAnisimova,21.5%,36.6%,50.8%,22.8%,40.4%,52.3%,46.7%,63.0%,75.0%,25.0%,39.3%,47.6%,40.0%,61.1%,25.0%,105
Aryna Sabalenka,2022 Stuttgart F,L vsSwiatek,21.6%,31.4%,44.1%,15.4%,30.8%,54.5%,15.4%,61.5%,100.0%,36.8%,42.1%,25.0%,50.0%,36.4%,50.0%,185
Aryna Sabalenka,2022 Stuttgart SF,W vsBadosa,31.1%,48.6%,59.1%,41.0%,56.4%,60.9%,50.0%,52.9%,50.0%,25.0%,50.0%,57.1%,60.0%,38.9%,0.0%,111
Aryna Sabalenka,2022 Stuttgart QF,W vsKontaveit,39.4%,57.7%,51.4%,49.1%,66.0%,51.9%,65.4%,66.7%,80.0%,16.7%,50.0%,50.0%,83.3%,16.7%,-,9
Aryna Sabalenka,2022 Stuttgart R16,W vsAndreescu,34.7%,47.2%,55.0%,36.2%,48.9%,53.3%,36.8%,42.9%,66.7%,44.4%,61.1%,60.0%,54.5%,42.9%,33.3%,234
Aryna Sabalenka,2022 Charleston R16,L vsAnisimova,34.6%,41.0%,43.9%,47.9%,54.2%,44.0%,66.7%,50.0%,100.0%,20.0%,30.0%,43.8%,100.0%,75.0%,-,35
Aryna Sabalenka,2022 Charleston R32,W vsRiske Amritraj,29.3%,39.0%,52.0%,42.9%,57.1%,57.1%,70.8%,60.0%,60.0%,12.0%,16.0%,45.5%,88.9%,37.5%,0.0%,-14
Aryna Sabalenka,2022 Miami R64,L vsBegu,29.3%,41.4%,54.5%,41.7%,58.3%,61.9%,47.1%,52.6%,0.0%,14.3%,21.4%,41.7%,50.0%,62.5%,-,-14
Aryna Sabalenka,2022 Indian Wells R64,L vsPaolini,30.1%,47.0%,52.1%,43.8%,60.4%,66.7%,77.3%,30.8%,50.0%,16.0%,40.0%,33.3%,84.6%,41.7%,66.7%,13
Aryna Sabalenka,2022 Doha QF,L vsSwiatek,16.7%,28.3%,31.9%,15.9%,31.8%,29.7%,68.2%,50.0%,100.0%,23.1%,23.1%,40.0%,75.0%,33.3%,0.0%,97
Aryna Sabalenka,2022 Doha R16,W vsTeichmann,23.7%,44.7%,58.6%,25.0%,50.0%,57.1%,78.6%,28.6%,50.0%,20.0%,30.0%,62.5%,100.0%,33.3%,-,-104
Aryna Sabalenka,2022 Doha R32,W vsCornet,16.7%,35.4%,72.2%,13.8%,41.4%,80.0%,84.6%,12.5%,-,26.7%,33.3%,54.5%,100.0%,30.0%,-,123
Aryna Sabalenka,2022 Dubai R16,L vsKvitova,26.3%,38.6%,50.0%,31.6%,50.0%,50.0%,75.0%,50.0%,80.0%,23.1%,23.1%,50.0%,80.0%,62.5%,-,63
Aryna Sabalenka,2022 Dubai R32,W vsKostyuk,23.4%,37.5%,47.5%,27.8%,41.7%,46.2%,73.7%,64.7%,50.0%,26.3%,47.4%,50.0%,60.0%,28.6%,33.3%,87
Aryna Sabalenka,2022 Australian Open R16,L vsKanepi,26.2%,43.9%,59.4%,35.3%,54.4%,54.5%,60.7%,70.0%,50.0%,16.7%,41.7%,70.0%,63.6%,61.5%,0.0%,-1
Aryna Sabalenka,2022 Australian Open R32,W vsVondrousova,23.8%,41.3%,64.7%,26.9%,46.2%,71.1%,82.6%,44.8%,100.0%,27.8%,50.0%,46.2%,90.0%,50.0%,50.0%,87
Aryna Sabalenka,2022 Australian Open R64,W vsWang,26.6%,36.2%,50.0%,28.3%,45.7%,51.5%,69.2%,50.0%,60.0%,41.4%,44.8%,47.1%,69.2%,25.0%,0.0%,169
Aryna Sabalenka,2022 Australian Open R128,W vsHunter,35.6%,46.7%,43.5%,42.6%,50.8%,40.0%,55.2%,50.0%,33.3%,35.3%,64.7%,54.5%,100.0%,50.0%,-,119
Aryna Sabalenka,2022 Adelaide 2 R32,L vsPeterson,24.5%,31.6%,41.5%,35.2%,44.4%,42.9%,36.0%,58.6%,25.0%,21.7%,30.4%,38.9%,45.5%,58.3%,50.0%,12
Aryna Sabalenka,2022 Adelaide 1 R16,L vsJuvan,24.2%,30.3%,37.5%,34.4%,43.8%,38.1%,92.9%,44.4%,0.0%,31.3%,37.5%,36.4%,71.4%,33.3%,100.0%,51
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsBadosa,22.4%,30.6%,36.7%,42.9%,47.6%,33.3%,55.6%,66.7%,100.0%,10.0%,25.0%,38.9%,50.0%,50.0%,33.3%,-36
Aryna Sabalenka,2021 Guadalajara Finals RR,W vsSwiatek,39.1%,46.7%,47.5%,63.8%,68.1%,52.9%,33.3%,46.2%,100.0%,20.7%,37.9%,43.5%,75.0%,30.8%,0.0%,35
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsSakkari,24.3%,38.3%,47.5%,31.3%,46.9%,43.2%,45.8%,62.5%,60.0%,26.1%,47.8%,58.8%,76.9%,30.0%,50.0%,42
Aryna Sabalenka,2021 Moscow QF,L vsAlexandrova,24.1%,31.0%,41.5%,36.7%,46.7%,42.1%,69.2%,70.6%,66.7%,12.0%,16.0%,40.9%,33.3%,53.8%,100.0%,5
Aryna Sabalenka,2021 Moscow R16,W vsTomljanovic,34.1%,44.7%,51.0%,35.3%,49.0%,54.5%,77.8%,50.0%,-,37.9%,44.8%,44.4%,44.4%,50.0%,100.0%,73
Aryna Sabalenka,2021 US Open SF,L vsFernandez,28.7%,40.4%,50.8%,35.9%,50.0%,53.7%,79.3%,40.0%,50.0%,18.2%,27.3%,44.4%,72.7%,45.5%,100.0%,35
Aryna Sabalenka,2021 US Open QF,W vsKrejcikova,38.8%,50.7%,50.0%,47.4%,60.5%,55.0%,69.6%,53.3%,50.0%,36.4%,50.0%,42.9%,50.0%,64.3%,50.0%,187
Aryna Sabalenka,2021 US Open R16,W vsMertens,21.1%,40.4%,71.4%,31.0%,58.6%,65.0%,63.6%,38.9%,50.0%,16.7%,33.3%,80.0%,88.9%,22.2%,0.0%,5
Aryna Sabalenka,2021 US Open R32,W vsCollins,36.4%,47.3%,61.3%,43.8%,56.3%,61.1%,61.5%,68.4%,50.0%,31.6%,42.1%,61.5%,77.8%,40.0%,-,106
Aryna Sabalenka,2021 US Open R64,W vsZidansek,40.0%,55.0%,73.9%,40.7%,59.3%,75.0%,66.7%,46.7%,0.0%,41.7%,50.0%,71.4%,100.0%,42.9%,-,-11
Aryna Sabalenka,2021 US Open R128,W vsStojanovic,29.8%,48.9%,56.6%,43.1%,68.6%,75.9%,81.8%,55.2%,50.0%,20.0%,36.7%,33.3%,50.0%,31.3%,0.0%,42
Aryna Sabalenka,2021 Cincinnati R32,L vsBadosa,26.7%,49.5%,50.0%,35.7%,62.5%,52.8%,61.3%,52.0%,0.0%,21.2%,45.5%,46.2%,75.0%,52.4%,0.0%,60
Aryna Sabalenka,2021 Montreal SF,L vsPliskova,29.9%,41.8%,40.5%,42.1%,60.5%,54.5%,70.0%,27.8%,50.0%,16.7%,20.8%,25.0%,91.7%,66.7%,50.0%,40
Aryna Sabalenka,2021 Montreal QF,W vsAzarenka,30.0%,46.7%,51.4%,37.1%,57.1%,59.1%,61.9%,71.4%,100.0%,27.8%,44.4%,38.5%,57.1%,63.6%,-,111
Aryna Sabalenka,2021 Montreal R16,W vsMarino,49.1%,58.5%,52.4%,63.3%,76.7%,45.5%,64.3%,43.8%,100.0%,41.2%,47.1%,60.0%,42.9%,50.0%,66.7%,211
Aryna Sabalenka,2021 Montreal R32,W vsStephens,35.8%,47.2%,50.9%,45.2%,54.8%,52.9%,67.7%,61.3%,100.0%,30.3%,48.5%,47.8%,69.2%,55.0%,0.0%,143
Aryna Sabalenka,2021 Tokyo Olympics R32,L vsVekic,31.1%,50.5%,55.6%,38.8%,65.3%,60.0%,77.3%,55.6%,0.0%,28.3%,43.5%,51.5%,36.4%,79.2%,100.0%,75
Aryna Sabalenka,2021 Tokyo Olympics R64,W vsLinette,32.6%,54.3%,59.3%,34.8%,65.2%,73.3%,54.5%,58.3%,100.0%,36.8%,52.6%,41.7%,44.4%,50.0%,100.0%,106
Aryna Sabalenka,2021 Wimbledon SF,L vsPliskova,41.0%,50.0%,45.5%,48.5%,57.4%,48.6%,46.7%,36.8%,71.4%,28.6%,39.3%,40.0%,53.8%,46.7%,50.0%,47
Aryna Sabalenka,2021 Wimbledon QF,W vsJabeur,33.8%,52.9%,55.0%,41.5%,70.7%,70.8%,59.1%,47.4%,60.0%,27.3%,31.8%,31.3%,71.4%,40.0%,0.0%,119
Aryna Sabalenka,2021 Wimbledon R16,W vsRybakina,30.7%,45.5%,45.8%,44.4%,63.0%,40.0%,50.0%,60.7%,66.7%,9.4%,18.8%,51.7%,93.8%,50.0%,50.0%,-33
Aryna Sabalenka,2021 Wimbledon R32,W vsOsorio,27.0%,33.3%,45.0%,30.0%,40.0%,33.3%,46.7%,66.7%,50.0%,29.6%,33.3%,57.9%,76.9%,35.7%,33.3%,115
Aryna Sabalenka,2021 Wimbledon R64,W vsBoulter,43.2%,47.7%,38.6%,50.0%,55.6%,33.3%,57.7%,50.0%,50.0%,39.3%,42.9%,47.1%,63.6%,41.2%,-,109
Aryna Sabalenka,2021 Wimbledon R128,W vsNiculescu,30.4%,46.4%,52.8%,38.7%,61.3%,47.4%,58.3%,47.4%,100.0%,22.7%,31.8%,58.8%,75.0%,50.0%,0.0%,41
Aryna Sabalenka,2021 Eastbourne QF,L vsGiorgi,40.8%,51.0%,30.8%,44.8%,56.9%,34.4%,66.7%,60.7%,100.0%,41.2%,50.0%,25.0%,83.3%,18.2%,25.0%,77
Aryna Sabalenka,2021 Eastbourne R16,W vsRiske Amritraj,36.4%,56.4%,64.5%,59.3%,74.1%,63.6%,53.8%,57.1%,0.0%,16.7%,45.8%,65.0%,50.0%,56.3%,100.0%,46
Aryna Sabalenka,2021 Eastbourne R32,W vsPera,37.5%,50.0%,58.6%,52.8%,69.4%,58.8%,81.3%,75.0%,100.0%,14.3%,21.4%,58.3%,85.7%,28.6%,-,-23
Aryna Sabalenka,2021 Berlin R16,L vsKeys,39.4%,47.1%,37.5%,44.3%,52.5%,41.2%,45.2%,66.7%,66.7%,38.9%,47.2%,31.8%,50.0%,40.0%,0.0%,92
Aryna Sabalenka,2021 Roland Garros R32,L vsPavlyuchenkova,21.2%,43.9%,50.0%,27.8%,61.1%,61.5%,78.6%,81.8%,80.0%,18.2%,31.8%,33.3%,64.3%,37.5%,0.0%,35
Aryna Sabalenka,2021 Roland Garros R64,W vsSasnovich,17.9%,34.6%,39.0%,25.0%,45.8%,50.0%,62.5%,58.3%,57.1%,8.0%,20.0%,21.7%,66.7%,30.8%,25.0%,-42
Aryna Sabalenka,2021 Roland Garros R128,W vsKonjuh,24.6%,42.1%,44.4%,26.5%,52.9%,52.0%,76.9%,52.4%,50.0%,31.3%,37.5%,27.3%,81.8%,40.0%,0.0%,131
Aryna Sabalenka,2021 Rome R16,L vsGauff,20.8%,36.1%,47.3%,33.3%,51.3%,50.0%,76.2%,72.2%,66.7%,6.5%,19.4%,44.8%,75.0%,68.4%,50.0%,-49
Aryna Sabalenka,2021 Rome R32,W vsSorribes Tormo,21.4%,39.3%,55.6%,30.0%,50.0%,54.3%,47.8%,77.8%,100.0%,9.7%,25.8%,57.1%,18.8%,66.7%,83.3%,-17
Aryna Sabalenka,2021 Madrid F,W vsBarty,26.8%,47.6%,50.9%,34.0%,58.5%,54.3%,48.1%,69.2%,100.0%,15.4%,30.8%,45.5%,66.7%,60.0%,40.0%,21
Aryna Sabalenka,2021 Madrid SF,W vsPavlyuchenkova,29.2%,52.1%,62.5%,34.5%,58.6%,52.6%,73.3%,57.1%,-,23.5%,47.1%,76.9%,14.3%,60.0%,0.0%,23
Aryna Sabalenka,2021 Madrid R16,W vsPegula,43.5%,56.5%,60.0%,50.0%,67.9%,71.4%,43.8%,25.0%,-,50.0%,58.3%,33.3%,50.0%,70.0%,100.0%,251
Aryna Sabalenka,2021 Madrid R32,W vsKasatkina,12.5%,40.6%,63.3%,17.6%,52.9%,67.9%,40.0%,57.9%,100.0%,8.7%,34.8%,57.1%,21.4%,100.0%,100.0%,-36
Aryna Sabalenka,2021 Madrid R64,W vsZvonareva,21.4%,44.6%,57.1%,23.3%,46.7%,47.8%,64.3%,56.3%,0.0%,20.8%,45.8%,68.4%,33.3%,66.7%,100.0%,-11
Aryna Sabalenka,2021 Stuttgart F,L vsBarty,20.5%,39.7%,44.6%,20.8%,43.8%,44.7%,50.0%,45.8%,42.9%,25.0%,41.7%,44.4%,72.7%,53.8%,-,111
Aryna Sabalenka,2021 Stuttgart SF,W vsHalep,34.0%,58.0%,65.6%,34.3%,60.0%,60.9%,68.8%,31.6%,50.0%,35.7%,57.1%,77.8%,40.0%,77.8%,-,-23
Aryna Sabalenka,2021 Stuttgart QF,W vsKontaveit,25.8%,43.5%,49.4%,37.7%,54.5%,50.0%,45.0%,45.9%,50.0%,7.9%,31.6%,48.6%,50.0%,70.8%,25.0%,-44
Aryna Sabalenka,2021 Stuttgart R16,W vsFriedsam,25.9%,39.7%,57.5%,30.6%,50.0%,64.0%,50.0%,66.7%,75.0%,21.1%,26.3%,46.7%,50.0%,63.6%,100.0%,61
Aryna Sabalenka,2021 Stuttgart R32,W vsZhang,36.0%,60.0%,61.3%,51.7%,75.9%,71.4%,62.5%,84.6%,-,15.0%,40.0%,52.9%,25.0%,75.0%,100.0%,-46
Aryna Sabalenka,2021 Miami QF,L vsBarty,29.0%,44.0%,51.6%,40.0%,56.9%,56.4%,50.0%,56.4%,100.0%,11.5%,26.9%,43.5%,37.5%,30.0%,0.0%,-14
Aryna Sabalenka,2021 Miami R16,W vsVondrousova,34.5%,50.9%,54.5%,36.8%,60.5%,62.5%,31.3%,54.5%,100.0%,35.7%,35.7%,33.3%,83.3%,12.5%,-,109
Aryna Sabalenka,2021 Miami R32,W vsKudermetova,42.6%,52.5%,69.0%,47.1%,55.9%,66.7%,33.3%,31.6%,-,47.6%,61.9%,72.7%,50.0%,23.1%,-,164
Aryna Sabalenka,2021 Miami R64,W vsPironkova,26.7%,39.6%,42.9%,35.7%,46.4%,44.4%,65.5%,44.4%,50.0%,20.6%,41.2%,40.7%,81.8%,34.8%,33.3%,60
Aryna Sabalenka,2021 Dubai QF,L vsMuguruza,18.2%,30.7%,47.8%,24.0%,40.0%,60.5%,51.9%,21.7%,50.0%,12.1%,21.2%,31.0%,33.3%,16.7%,33.3%,2
Aryna Sabalenka,2021 Dubai R16,W vsKontaveit,44.2%,61.5%,63.0%,48.6%,64.9%,57.9%,76.2%,56.3%,100.0%,38.5%,61.5%,75.0%,33.3%,30.0%,-,57
Aryna Sabalenka,2021 Dubai R32,W vsCornet,17.3%,38.5%,48.6%,24.1%,51.7%,50.0%,33.3%,57.1%,100.0%,11.8%,29.4%,46.7%,25.0%,22.2%,0.0%,-19
Aryna Sabalenka,2021 Doha R16,L vsMuguruza,20.9%,37.4%,43.5%,27.1%,47.1%,43.1%,62.2%,45.5%,55.6%,12.8%,25.6%,44.1%,64.3%,36.0%,50.0%,9
Aryna Sabalenka,2021 Australian Open R16,L vsWilliams,31.5%,38.2%,45.6%,37.7%,49.1%,48.5%,63.3%,17.4%,0.0%,25.0%,25.0%,41.7%,40.0%,45.5%,0.0%,30
Aryna Sabalenka,2021 Australian Open R32,W vsLi,35.2%,59.3%,61.3%,47.2%,75.0%,57.9%,56.3%,70.0%,100.0%,14.3%,35.7%,66.7%,28.6%,71.4%,-,9
Aryna Sabalenka,2021 Australian Open R64,W vsKasatkina,27.7%,38.5%,46.3%,37.8%,54.1%,43.5%,50.0%,52.2%,50.0%,18.2%,22.7%,50.0%,58.3%,40.0%,100.0%,46
Aryna Sabalenka,2021 Australian Open R128,W vsHruncakova,27.9%,51.2%,57.1%,38.1%,66.7%,61.5%,27.3%,30.0%,0.0%,21.1%,42.1%,53.3%,12.5%,54.5%,0.0%,61
Aryna Sabalenka,2021 Gippsland Trophy R32,L vsKanepi,21.0%,33.9%,40.0%,26.5%,35.3%,36.0%,66.7%,31.3%,50.0%,16.7%,37.5%,45.0%,40.0%,42.9%,50.0%,46
Aryna Sabalenka,2021 Abu Dhabi F,W vsKudermetova,37.0%,45.7%,50.0%,55.6%,63.0%,41.7%,66.7%,53.3%,50.0%,12.5%,25.0%,57.1%,57.1%,44.4%,0.0%,2
Aryna Sabalenka,2021 Abu Dhabi SF,W vsSakkari,44.4%,62.2%,62.5%,55.2%,69.0%,61.5%,66.7%,42.9%,50.0%,26.7%,53.3%,63.6%,28.6%,75.0%,-,-28
Aryna Sabalenka,2021 Abu Dhabi QF,W vsRybakina,29.6%,40.8%,54.7%,36.5%,46.0%,55.0%,65.5%,35.3%,0.0%,20.0%,36.7%,54.2%,54.5%,63.2%,-,68
Aryna Sabalenka,2021 Abu Dhabi R16,W vsJabeur,27.1%,43.8%,55.2%,39.3%,60.7%,58.8%,76.9%,40.0%,50.0%,14.3%,28.6%,50.0%,40.0%,33.3%,-,-4
Aryna Sabalenka,2021 Abu Dhabi R32,W vsTomljanovic,31.3%,40.6%,42.9%,40.0%,55.0%,54.2%,77.8%,31.8%,33.3%,26.7%,26.7%,18.2%,85.7%,50.0%,50.0%,73
Aryna Sabalenka,2021 Abu Dhabi R64,W vsHercog,35.4%,43.0%,43.2%,48.8%,55.8%,45.5%,55.6%,68.0%,80.0%,24.1%,34.5%,40.9%,50.0%,61.5%,33.3%,103
Aryna Sabalenka,2020 Linz F,W vsMertens,26.0%,42.5%,55.3%,31.8%,50.0%,63.3%,52.4%,56.5%,75.0%,22.7%,40.9%,41.2%,55.6%,30.8%,0.0%,80
Aryna Sabalenka,2020 Linz SF,W vsKrejcikova,38.2%,52.8%,55.3%,45.8%,59.3%,50.0%,73.9%,47.2%,50.0%,31.8%,54.5%,66.7%,33.3%,60.0%,0.0%,154
Aryna Sabalenka,2020 Linz R16,W vsVoegele,25.5%,47.3%,63.2%,27.8%,52.8%,65.4%,70.6%,31.6%,25.0%,25.0%,43.8%,58.3%,37.5%,50.0%,50.0%,87
Aryna Sabalenka,2020 Linz R32,W vsPaolini,32.3%,50.8%,48.6%,43.2%,67.6%,52.4%,50.0%,57.9%,100.0%,23.8%,38.1%,43.8%,44.4%,41.7%,-,89
Aryna Sabalenka,2020 Ostrava F,W vsAzarenka,17.8%,42.2%,61.1%,26.7%,46.7%,68.2%,100.0%,73.3%,-,0.0%,35.7%,50.0%,75.0%,10.0%,-,-119
Aryna Sabalenka,2020 Ostrava SF,W vsBrady,24.1%,50.0%,68.4%,21.9%,56.3%,64.0%,55.6%,42.9%,0.0%,31.6%,47.4%,76.9%,57.1%,50.0%,0.0%,61
Aryna Sabalenka,2020 Ostrava QF,W vsSorribes Tormo,9.0%,29.9%,50.9%,14.0%,41.9%,59.5%,65.2%,60.0%,50.0%,0.0%,10.0%,35.0%,87.5%,58.3%,66.7%,-119
Aryna Sabalenka,2020 Ostrava R16,W vsGauff,21.4%,35.7%,48.6%,27.0%,46.0%,50.0%,66.7%,30.3%,0.0%,13.3%,20.0%,46.2%,72.7%,31.6%,25.0%,13
Aryna Sabalenka,2020 Roland Garros R32,L vsJabeur,22.4%,37.4%,52.6%,31.7%,49.2%,60.5%,25.0%,77.1%,100.0%,10.8%,24.3%,42.4%,23.5%,75.0%,75.0%,-14
Aryna Sabalenka,2020 Roland Garros R64,W vsKasatkina,10.4%,26.9%,49.1%,16.2%,35.1%,51.6%,31.3%,81.0%,100.0%,3.7%,18.5%,46.2%,50.0%,69.2%,0.0%,-80
Aryna Sabalenka,2020 Roland Garros R128,W vsPegula,25.4%,33.9%,47.6%,17.1%,28.6%,48.3%,52.9%,44.4%,66.7%,40.9%,45.5%,46.2%,60.0%,33.3%,33.3%,-3
Aryna Sabalenka,2020 Strasbourg SF,L vsSvitolina,16.1%,25.3%,54.7%,25.5%,39.2%,52.6%,66.7%,54.2%,20.0%,3.7%,7.4%,57.7%,37.5%,26.3%,100.0%,-87
Aryna Sabalenka,2020 Strasbourg QF,W vsSiniakova,17.0%,26.1%,47.1%,19.4%,29.9%,51.9%,73.5%,36.4%,100.0%,11.1%,16.7%,31.3%,42.9%,36.4%,33.3%,-9
Aryna Sabalenka,2020 Strasbourg R16,W vsBlinkova,20.5%,33.3%,52.6%,22.0%,38.0%,56.4%,57.7%,50.0%,0.0%,21.7%,30.4%,44.4%,44.4%,35.7%,50.0%,87
Aryna Sabalenka,2020 Strasbourg R32,W vsPerez,24.1%,41.4%,57.1%,28.6%,45.7%,56.0%,66.7%,25.0%,0.0%,19.0%,38.1%,58.8%,90.9%,20.0%,0.0%,1
Aryna Sabalenka,2020 US Open R64,L vsAzarenka,11.4%,15.9%,41.2%,13.8%,20.7%,44.0%,30.8%,50.0%,100.0%,10.0%,10.0%,33.3%,40.0%,60.0%,50.0%,-42
Aryna Sabalenka,2020 US Open R128,W vsDodin,51.7%,63.3%,62.5%,74.3%,85.7%,77.8%,94.7%,18.8%,0.0%,25.0%,40.0%,53.3%,71.4%,15.4%,0.0%,111
