Player,Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
Aryna Sabalenka,2019 Fed Cup RR,W vsStosur,65.9%,69.1%,8.9%,6/5,2.53,8.2%,58.0%,60.0%,8.7%,2.50,11.3%,89.1%,78.0%,10.9%,2.62,0.0%
Aryna Sabalenka,2019 Fed Cup RR,L vsBarty,57.4%,54.3%,11.5%,4/3,2.41,37.3%,53.5%,47.8%,7.0%,2.27,30.0%,70.6%,66.7%,23.5%,2.62,47.6%
Aryna Sabalenka,2019 Charleston R16,L vsPuig,67.2%,46.5%,14.1%,7/2,2.97,6.7%,65.7%,39.1%,17.1%,2.79,8.3%,76.9%,55.0%,11.5%,3.70,0.0%
Aryna Sabalenka,2019 Charleston R32,W vsBaindl,79.8%,63.4%,3.4%,1/2,2.93,5.5%,78.6%,59.1%,1.8%,2.98,8.1%,84.4%,70.4%,6.3%,2.83,0.0%
Aryna Sabalenka,2019 Miami R64,L vsTomljanovic,57.1%,42.9%,10.2%,3/2,2.43,1.9%,57.7%,20.0%,15.4%,2.48,3.0%,72.2%,69.2%,5.6%,2.36,0.0%
Aryna Sabalenka,2019 Indian Wells R16,L vsKerber,70.3%,46.2%,2.7%,1/1,2.21,2.4%,80.0%,50.0%,2.2%,2.12,3.6%,66.7%,37.5%,4.2%,2.38,0.0%
Aryna Sabalenka,2019 Indian Wells R32,W vsTsurenko,77.8%,63.3%,1.6%,0/1,2.58,4.5%,82.6%,60.5%,0.0%,2.50,3.8%,84.6%,72.7%,7.7%,2.68,5.6%
Aryna Sabalenka,2019 Indian Wells R64,W vsTomljanovic,68.3%,60.5%,7.9%,3/2,2.58,10.0%,69.7%,56.5%,9.1%,2.48,12.1%,76.9%,65.0%,7.7%,2.71,7.4%
Aryna Sabalenka,2019 Dubai R16,L vsBencic,73.4%,46.8%,6.3%,4/4,2.57,26.3%,79.0%,42.2%,4.9%,2.41,40.0%,88.2%,56.7%,11.8%,2.82,4.5%
Aryna Sabalenka,2019 Dubai R32,W vsJorovic,57.6%,67.6%,1.7%,1/0,2.59,5.7%,57.9%,68.2%,0.0%,2.62,7.7%,80.0%,66.7%,6.7%,2.53,0.0%
Aryna Sabalenka,2019 Fed Cup RR,W vsPetkovic,76.8%,60.5%,1.8%,0/1,2.38,10.3%,75.0%,63.0%,0.0%,2.08,15.4%,88.9%,56.3%,5.6%,2.97,0.0%
Aryna Sabalenka,2019 Fed Cup RR,W vsSiegemund,73.2%,70.7%,1.8%,0/1,2.42,22.5%,77.1%,55.6%,2.9%,2.55,37.5%,73.7%,100.0%,0.0%,2.22,0.0%
Aryna Sabalenka,2019 St. Petersburg SF,L vsBertens,63.4%,51.1%,1.4%,1/0,2.30,12.5%,63.2%,37.5%,0.0%,2.40,17.4%,77.8%,66.7%,3.7%,2.06,0.0%
Aryna Sabalenka,2019 St. Petersburg QF,W vsAlexandrova,60.9%,50.0%,11.6%,4/4,2.22,3.8%,65.9%,55.6%,12.2%,2.31,6.5%,88.2%,40.0%,17.6%,2.08,0.0%
Aryna Sabalenka,2019 St. Petersburg R16,W vsVan Uytvanck,72.5%,55.2%,10.0%,0/4,2.07,37.2%,69.6%,50.0%,0.0%,2.13,55.6%,100.0%,61.5%,30.8%,1.96,6.3%
Aryna Sabalenka,2019 Australian Open R32,L vsAnisimova,67.3%,40.0%,9.6%,1/4,2.58,6.5%,65.7%,30.4%,5.7%,2.80,4.5%,75.0%,58.3%,18.8%,2.04,11.1%
Aryna Sabalenka,2019 Australian Open R64,W vsBoulter,68.3%,60.5%,6.3%,3/1,2.67,14.3%,64.1%,56.0%,7.7%,2.74,21.7%,85.7%,66.7%,4.8%,2.52,0.0%
Aryna Sabalenka,2019 Australian Open R128,W vsKalinskaya,71.4%,57.5%,3.6%,1/1,2.71,22.6%,72.7%,45.8%,3.0%,2.66,41.2%,80.0%,75.0%,5.0%,2.76,0.0%
Aryna Sabalenka,2019 Sydney R32,L vsKvitova,58.1%,52.8%,8.1%,2/3,2.62,14.7%,52.9%,27.8%,2.9%,2.36,19.0%,75.0%,77.8%,16.7%,3.05,7.7%
Aryna Sabalenka,2019 Shenzhen F,W vsRiske Amritraj,70.6%,48.1%,2.8%,1/2,2.63,7.1%,70.0%,46.9%,4.3%,2.60,9.3%,84.8%,50.0%,0.0%,2.71,0.0%
Aryna Sabalenka,2019 Shenzhen SF,W vsWang,79.1%,55.9%,0.0%,0/0,2.43,2.8%,85.7%,54.2%,0.0%,2.45,4.3%,83.3%,60.0%,0.0%,2.40,0.0%
Aryna Sabalenka,2019 Shenzhen R16,W vsAlexandrova,65.1%,61.0%,3.2%,2/0,2.54,0.0%,73.7%,53.6%,5.3%,2.56,0.0%,72.2%,76.9%,0.0%,2.51,0.0%
Aryna Sabalenka,2019 Shenzhen R32,W vsMaria,73.4%,63.8%,3.8%,2/1,2.39,76.7%,71.4%,54.3%,2.0%,2.40,69.8%,88.5%,78.3%,7.7%,2.36,94.1%
Aryna Sabalenka,2018 Zhuhai R16,W vsBarty,68.4%,51.3%,3.5%,1/1,2.46,48.8%,64.5%,45.0%,0.0%,2.51,40.9%,76.0%,57.9%,8.0%,2.41,57.1%
Aryna Sabalenka,2018 Zhuhai R16,L vsGarcia,81.4%,35.4%,1.7%,1/0,2.54,0.0%,81.8%,38.9%,2.3%,2.53,0.0%,85.7%,25.0%,0.0%,2.55,0.0%
Aryna Sabalenka,2018 Tianjin QF,L vsBacsinszky,74.8%,49.4%,2.9%,2/1,2.65,25.0%,77.4%,47.9%,3.2%,2.58,34.6%,74.4%,51.7%,2.6%,2.84,0.0%
Aryna Sabalenka,2018 Beijing QF,L vsWang,81.2%,44.9%,1.2%,0/1,2.70,3.8%,80.4%,39.0%,2.0%,2.98,6.5%,87.5%,53.6%,0.0%,2.28,0.0%
Aryna Sabalenka,2018 Beijing R16,W vsGarcia,84.5%,57.5%,3.9%,4/0,2.55,0.0%,84.7%,60.7%,5.6%,2.58,0.0%,86.7%,50.0%,0.0%,2.52,0.0%
Aryna Sabalenka,2018 Beijing R32,W vsMuguruza,78.9%,56.0%,1.1%,0/1,2.61,2.1%,79.7%,61.7%,0.0%,2.62,3.7%,82.4%,46.4%,2.9%,2.59,0.0%
Aryna Sabalenka,2018 Wuhan F,W vsKontaveit,80.4%,53.3%,5.4%,1/2,2.47,5.6%,84.0%,57.1%,8.0%,2.33,9.1%,80.0%,50.0%,3.3%,2.69,0.0%
Aryna Sabalenka,2018 Wuhan SF,W vsBarty,68.1%,48.9%,7.2%,2/3,2.45,46.2%,66.7%,50.0%,2.2%,2.51,36.8%,85.0%,47.1%,20.0%,2.40,55.0%
Aryna Sabalenka,2018 Wuhan QF,W vsCibulkova,72.9%,65.1%,1.7%,1/0,2.59,2.6%,77.4%,66.7%,0.0%,2.57,5.0%,73.1%,63.2%,3.8%,2.61,0.0%
Aryna Sabalenka,2018 Wuhan R16,W vsKenin,56.7%,50.0%,0.0%,0/0,2.78,13.5%,64.7%,54.5%,0.0%,2.76,20.0%,70.6%,41.7%,0.0%,2.83,0.0%
Aryna Sabalenka,2018 Wuhan R32,W vsSvitolina,64.8%,57.6%,3.3%,2/1,2.29,9.7%,60.4%,53.1%,0.0%,2.29,14.3%,87.1%,63.0%,9.7%,2.30,3.7%
Aryna Sabalenka,2018 Wuhan R64,W vsSuarez Navarro,73.3%,42.9%,1.2%,1/0,2.41,21.7%,70.7%,43.9%,0.0%,2.45,28.6%,88.0%,40.9%,4.0%,2.34,11.1%
Aryna Sabalenka,2018 US Open R16,L vsOsaka,60.9%,54.7%,4.6%,1/3,2.58,1.8%,56.4%,54.8%,1.8%,2.58,3.0%,75.9%,54.5%,10.3%,2.57,0.0%
Aryna Sabalenka,2018 US Open R32,W vsKvitova,70.1%,61.1%,5.2%,0/4,2.84,5.6%,81.0%,50.0%,2.4%,2.84,8.3%,76.9%,80.0%,11.5%,2.85,0.0%
Aryna Sabalenka,2018 US Open R64,W vsZvonareva,50.7%,56.8%,1.4%,0/1,2.40,9.2%,52.1%,64.0%,2.1%,2.29,14.6%,66.7%,41.7%,0.0%,2.58,0.0%
Aryna Sabalenka,2018 New Haven F,W vsSuarez Navarro,82.0%,54.0%,4.9%,1/2,2.40,24.3%,80.6%,48.3%,5.6%,2.19,33.3%,91.3%,61.9%,4.3%,2.68,12.5%
Aryna Sabalenka,2018 New Haven SF,W vsGoerges,70.8%,50.8%,4.5%,4/0,2.45,23.7%,72.9%,51.4%,2.1%,2.34,45.0%,80.0%,50.0%,8.6%,2.57,0.0%
Aryna Sabalenka,2018 New Haven QF,W vsBencic,70.5%,48.4%,2.3%,1/0,2.74,3.3%,76.9%,50.0%,3.8%,2.77,5.0%,84.6%,45.5%,0.0%,2.68,0.0%
Aryna Sabalenka,2018 New Haven R16,W vsSaville,73.3%,53.2%,2.9%,1/2,2.77,6.6%,77.3%,51.0%,0.0%,2.71,11.6%,89.7%,57.7%,10.3%,2.83,2.1%
Aryna Sabalenka,2018 New Haven R32,W vsStosur,71.7%,55.3%,0.0%,0/0,2.24,23.3%,67.7%,47.6%,0.0%,2.31,25.0%,89.5%,64.7%,0.0%,2.11,20.0%
Aryna Sabalenka,2018 Cincinnati SF,L vsHalep,78.2%,46.5%,1.8%,1/0,2.31,2.1%,78.6%,45.5%,0.0%,2.21,3.7%,76.9%,50.0%,7.7%,2.44,0.0%
Aryna Sabalenka,2018 Cincinnati QF,W vsKeys,52.7%,62.1%,5.5%,2/1,2.46,5.3%,46.9%,46.7%,3.1%,2.50,9.1%,93.3%,78.6%,13.3%,2.41,0.0%
Aryna Sabalenka,2018 Cincinnati R16,W vsGarcia,66.9%,51.9%,0.8%,1/0,2.30,0.0%,70.3%,48.1%,0.0%,2.65,0.0%,71.1%,59.3%,2.6%,1.99,0.0%
Aryna Sabalenka,2018 Cincinnati R32,W vsPliskova,63.3%,42.0%,7.6%,5/1,2.28,14.7%,55.8%,44.8%,3.8%,2.22,23.8%,87.5%,38.1%,16.7%,2.37,0.0%
Aryna Sabalenka,2018 Cincinnati R64,W vsKonta,67.0%,50.7%,3.7%,3/1,2.76,7.1%,66.7%,57.5%,5.0%,2.89,12.5%,84.6%,42.4%,2.6%,2.58,0.0%
Aryna Sabalenka,2018 Montreal R16,L vsMertens,67.4%,51.7%,2.2%,2/0,2.66,9.5%,66.1%,46.2%,1.7%,2.59,13.5%,77.8%,61.9%,3.7%,2.76,3.8%
Aryna Sabalenka,2018 Montreal R32,W vsWozniacki,63.5%,50.0%,2.9%,1/2,2.67,8.1%,63.3%,42.1%,3.3%,2.40,13.5%,75.7%,60.7%,2.7%,3.08,0.0%
Aryna Sabalenka,2018 Montreal R64,W vsBogdan,70.5%,51.6%,1.1%,1/0,2.15,34.0%,73.6%,41.0%,1.9%,2.12,53.1%,76.7%,69.6%,0.0%,2.19,0.0%
Aryna Sabalenka,2018 Eastbourne F,L vsWozniacki,74.5%,58.6%,5.3%,2/3,2.55,2.9%,73.2%,55.8%,2.8%,2.39,4.7%,85.7%,66.7%,14.3%,2.80,0.0%
Aryna Sabalenka,2018 Eastbourne SF,W vsRadwanska,76.5%,71.0%,3.7%,3/0,2.51,16.3%,76.7%,69.6%,1.7%,2.38,22.0%,76.2%,75.0%,9.5%,2.84,0.0%
Aryna Sabalenka,2018 Eastbourne QF,W vsPliskova,52.8%,59.6%,1.9%,0/2,2.52,11.1%,61.1%,45.5%,1.9%,2.58,16.7%,70.6%,79.2%,2.9%,2.40,0.0%
Aryna Sabalenka,2018 Eastbourne R16,W vsMertens,64.1%,49.3%,5.1%,5/1,2.42,11.7%,59.7%,46.5%,4.2%,2.40,18.5%,84.2%,53.1%,7.9%,2.47,0.0%
Aryna Sabalenka,2018 Eastbourne R32,W vsGoerges,51.9%,61.9%,22.2%,15/3,2.71,13.3%,51.0%,61.5%,17.6%,2.64,17.5%,76.2%,62.5%,42.9%,2.84,5.0%
Aryna Sabalenka,2018 Eastbourne R64,W vsVickery,73.3%,65.5%,2.7%,0/2,2.61,13.0%,75.7%,64.3%,5.4%,2.62,20.0%,87.1%,66.7%,0.0%,2.57,0.0%
Aryna Sabalenka,2018 Mallorca R32,L vsVan Uytvanck,63.2%,52.7%,4.6%,2/2,2.24,29.0%,63.3%,52.6%,3.3%,2.28,44.4%,73.9%,52.9%,8.7%,2.16,0.0%
Aryna Sabalenka,2018 s-Hertogenbosch QF,L vsFlipkens,69.6%,38.5%,7.1%,3/1,2.19,72.1%,64.5%,25.0%,6.5%,2.18,76.0%,82.6%,52.6%,8.7%,2.19,66.7%
Aryna Sabalenka,2018 s-Hertogenbosch R32,W vsVondrousova,75.7%,46.4%,2.7%,1/1,2.71,30.6%,78.7%,54.1%,2.1%,2.73,50.0%,86.4%,31.6%,4.5%,2.67,3.3%
Aryna Sabalenka,2018 Rome R64,L vsHsieh,74.6%,45.5%,3.4%,1/1,2.12,21.4%,78.9%,40.0%,0.0%,1.96,38.1%,82.4%,57.1%,11.8%,2.28,4.8%
Aryna Sabalenka,2018 Rome Q2,L vsVikhlyantseva,68.9%,54.9%,1.4%,1/0,2.50,4.3%,85.4%,51.4%,2.4%,2.21,8.7%,61.5%,62.5%,0.0%,2.77,0.0%
Aryna Sabalenka,2018 Madrid R64,L vsPera,66.2%,51.0%,10.4%,7/1,2.88,12.5%,68.8%,48.5%,6.3%,2.83,24.1%,72.0%,55.6%,20.0%,2.93,0.0%
Aryna Sabalenka,2018 Istanbul R32,L vsHercog,59.0%,38.9%,6.6%,4/0,2.16,2.4%,56.8%,33.3%,8.1%,2.32,4.2%,80.0%,43.8%,5.0%,1.95,0.0%
Aryna Sabalenka,2018 Fed Cup RR,L vsHruncakova,57.7%,45.0%,10.6%,7/4,2.79,11.0%,60.3%,45.7%,8.6%,2.76,19.0%,71.4%,44.0%,17.1%,2.85,0.0%
Aryna Sabalenka,2018 Fed Cup RR,W vsSchmiedlova,66.7%,65.0%,3.3%,1/1,2.26,10.9%,63.4%,53.8%,2.4%,2.30,16.7%,77.8%,85.7%,5.6%,2.17,0.0%
Aryna Sabalenka,2018 Lugano F,L vsMertens,61.5%,43.8%,5.8%,2/1,2.51,21.3%,54.5%,44.4%,3.0%,2.28,33.3%,82.4%,42.9%,11.8%,2.84,5.0%
Aryna Sabalenka,2018 Lugano SF,W vsVoegele,70.2%,72.5%,5.3%,0/3,2.78,15.2%,65.4%,64.7%,3.8%,2.75,25.0%,76.7%,78.3%,6.7%,2.84,0.0%
Aryna Sabalenka,2018 Lugano QF,W vsGiorgi,54.2%,69.2%,8.3%,2/2,2.34,7.4%,63.3%,73.7%,13.3%,2.29,15.4%,53.8%,57.1%,0.0%,2.39,0.0%
Aryna Sabalenka,2018 Lugano R16,W vsHercog,66.0%,71.0%,4.3%,2/0,2.83,14.7%,71.9%,60.9%,0.0%,2.67,20.0%,66.7%,100.0%,16.7%,3.07,7.1%
Aryna Sabalenka,2018 Lugano R32,W vsBuzarnescu,70.1%,54.7%,4.7%,3/2,2.20,20.0%,69.0%,55.0%,5.2%,2.05,33.3%,79.5%,54.3%,4.5%,2.39,3.2%
Aryna Sabalenka,2018 Miami R64,L vsKvitova,60.7%,57.4%,9.0%,3/5,2.48,6.6%,59.6%,54.8%,3.8%,2.47,11.4%,82.1%,60.9%,21.4%,2.50,0.0%
Aryna Sabalenka,2018 Miami R128,W vsBrengle,78.0%,61.5%,0.0%,0/0,2.34,26.0%,82.9%,55.2%,0.0%,2.33,43.3%,71.4%,80.0%,0.0%,2.36,0.0%
Aryna Sabalenka,2018 Indian Wells R32,L vsVondrousova,47.8%,40.9%,8.7%,2/2,2.41,20.5%,52.6%,30.0%,10.5%,2.38,29.6%,54.5%,50.0%,9.1%,2.48,0.0%
Aryna Sabalenka,2018 Indian Wells R64,W vsKuznetsova,63.5%,63.6%,1.9%,1/0,2.40,8.9%,69.0%,65.5%,2.4%,2.33,11.1%,57.1%,50.0%,0.0%,2.49,5.6%
Aryna Sabalenka,2018 Indian Wells R128,W vsLepchenko,66.7%,65.8%,5.3%,2/1,2.47,3.5%,79.4%,63.0%,2.9%,2.30,6.9%,64.7%,72.7%,11.8%,2.65,0.0%
Aryna Sabalenka,2018 Fed Cup RR,W vsMaria,66.3%,65.5%,10.8%,5/4,2.48,67.2%,55.8%,62.5%,4.7%,2.29,75.7%,83.8%,67.7%,18.9%,2.78,54.2%
Aryna Sabalenka,2018 Fed Cup RR,W vsLottner,65.3%,54.7%,8.2%,3/5,2.52,14.5%,67.2%,48.9%,7.5%,2.35,21.4%,70.4%,68.4%,11.1%,2.89,0.0%
Aryna Sabalenka,2018 Australian Open R128,L vsBarty,64.2%,52.9%,2.8%,2/1,2.60,30.3%,57.7%,68.3%,2.8%,2.47,33.3%,84.4%,29.6%,3.1%,2.77,25.9%
Aryna Sabalenka,2018 Hobart QF,L vsTsurenko,34.1%,57.1%,14.6%,4/2,2.75,12.5%,33.3%,55.6%,11.1%,2.75,15.2%,41.7%,60.0%,25.0%,2.76,6.7%
Aryna Sabalenka,2018 Hobart R16,W vsZhang,62.0%,64.9%,4.3%,4/0,2.63,5.9%,63.5%,62.5%,3.2%,2.39,8.6%,65.4%,70.6%,7.7%,3.15,0.0%
Aryna Sabalenka,2018 Hobart R32,W vsBouchard,49.2%,77.4%,4.8%,0/3,2.62,11.1%,55.3%,71.4%,0.0%,2.54,16.1%,76.9%,90.0%,23.1%,2.78,0.0%
Aryna Sabalenka,2018 Shenzhen QF,L vsHalep,52.4%,40.9%,7.1%,3/0,2.86,5.4%,56.3%,44.4%,3.1%,2.68,8.7%,50.0%,25.0%,25.0%,3.14,0.0%
Aryna Sabalenka,2018 Shenzhen R16,W vsKovinic,70.3%,84.6%,0.0%,0/0,2.34,20.0%,64.0%,81.3%,0.0%,2.35,30.8%,90.9%,90.0%,0.0%,2.34,8.3%
Aryna Sabalenka,2018 Shenzhen R32,W vsNiculescu,82.6%,70.2%,2.9%,2/0,2.65,47.4%,81.1%,67.4%,3.8%,2.30,63.3%,87.5%,78.6%,0.0%,3.03,29.6%
Aryna Sabalenka,2017 Mumbai F,W vsJakupovic,67.3%,64.9%,3.6%,1/1,2.52,11.4%,71.0%,59.1%,6.5%,2.30,21.1%,75.0%,73.3%,0.0%,2.78,0.0%
Aryna Sabalenka,2017 Fed Cup RR,W vsStephens,72.1%,58.1%,1.2%,1/0,2.48,16.4%,71.0%,52.3%,1.6%,2.36,26.7%,81.8%,72.2%,0.0%,2.67,0.0%
Aryna Sabalenka,2017 Fed Cup RR,L vsVandeweghe,59.7%,45.9%,3.2%,2/0,2.60,2.6%,51.4%,42.1%,2.7%,2.62,3.7%,78.3%,50.0%,4.3%,2.54,0.0%
Aryna Sabalenka,2017 Tianjin F,L vsSharapova,67.5%,60.7%,7.2%,4/2,2.75,3.3%,62.8%,55.6%,11.6%,2.68,5.1%,78.4%,65.5%,2.7%,2.88,0.0%
Aryna Sabalenka,2017 Tianjin SF,W vsErrani,77.6%,86.8%,6.1%,1/2,2.20,14.3%,76.3%,93.1%,2.6%,2.28,23.8%,81.8%,66.7%,18.2%,2.08,0.0%
Aryna Sabalenka,2017 Tianjin QF,W vsZhu,58.7%,67.6%,6.3%,2/2,2.26,14.3%,55.9%,52.6%,2.9%,2.33,21.9%,75.0%,83.3%,12.5%,2.11,0.0%
Aryna Sabalenka,2017 Tianjin R16,W vsDuan,68.9%,68.6%,2.7%,2/0,2.40,12.5%,68.0%,64.7%,0.0%,2.22,25.0%,73.9%,76.5%,8.7%,2.58,0.0%
Aryna Sabalenka,2017 Tianjin R32,W vsHan,68.0%,64.7%,4.0%,1/2,2.43,5.0%,72.0%,52.8%,4.0%,2.51,8.3%,75.0%,93.3%,5.0%,2.30,0.0%
Aryna Sabalenka,2017 Tashkent SF,L vsBabos,60.4%,53.1%,5.7%,1/2,2.55,17.1%,39.3%,45.5%,0.0%,2.30,27.3%,87.5%,57.1%,12.5%,2.84,5.3%
Aryna Sabalenka,2017 Tashkent QF,W vsBaindl,72.5%,56.1%,7.7%,5/2,2.62,8.4%,74.2%,58.7%,4.8%,2.51,14.0%,80.0%,50.0%,16.0%,2.73,2.5%
Aryna Sabalenka,2017 Tashkent R16,W vsMaria,70.6%,58.3%,2.4%,2/0,2.44,30.2%,59.5%,54.5%,2.7%,2.22,48.3%,88.4%,60.5%,2.3%,2.70,8.3%
Aryna Sabalenka,2017 Tashkent R32,W vsRodina,60.0%,66.7%,4.4%,0/2,2.27,7.7%,66.7%,56.3%,0.0%,1.94,12.5%,68.8%,81.8%,12.5%,2.79,0.0%
Aryna Sabalenka,2017 Washington R32,W vsDavis,67.1%,62.7%,1.3%,1/0,2.48,33.3%,72.7%,62.5%,0.0%,2.49,50.0%,70.4%,63.2%,3.7%,2.47,6.3%
Aryna Sabalenka,2017 Fed Cup RR,L vsBacsinszky,64.6%,59.5%,9.2%,2/4,2.69,15.4%,60.0%,55.6%,2.2%,2.65,28.6%,78.9%,66.7%,26.3%,2.72,6.5%
Aryna Sabalenka,2017 Fed Cup RR,W vsGolubic,80.0%,56.8%,0.0%,0/0,2.55,27.1%,78.8%,56.7%,0.0%,2.57,39.3%,87.5%,57.1%,0.0%,2.53,10.0%
Aryna Sabalenka,2017 Shenzhen $60K F,L vsAlexandrova,49.0%,40.0%,11.8%,4/2,2.89,12.1%,43.2%,25.0%,5.4%,2.96,20.0%,64.3%,66.7%,28.6%,2.78,0.0%
Aryna Sabalenka,2017 Shenzhen $60K SF,W vsLu,77.3%,79.4%,9.1%,3/1,2.81,3.8%,76.0%,89.5%,4.0%,2.57,8.3%,88.2%,66.7%,17.6%,3.02,0.0%
Aryna Sabalenka,2017 Zhuhai $60K R32,L vsZheng,66.7%,63.0%,13.0%,2/7,2.62,8.2%,64.9%,50.0%,2.7%,2.52,12.8%,78.6%,77.3%,28.6%,2.80,0.0%
Aryna Sabalenka,2017 Fed Cup RR,L vsBertens,56.1%,54.5%,9.2%,3/6,2.27,11.5%,53.1%,55.9%,6.3%,2.05,17.2%,70.0%,52.4%,16.7%,2.60,2.6%
Aryna Sabalenka,2017 Fed Cup RR,W vsKrajicek,61.1%,63.6%,5.6%,2/3,2.19,15.1%,63.2%,58.3%,3.5%,2.14,21.1%,65.5%,73.7%,10.3%,2.32,0.0%
Aryna Sabalenka,2016 Tokyo $100K R16,L vsZhang,64.9%,48.6%,10.5%,3/3,2.30,2.3%,68.3%,42.9%,4.9%,2.28,3.7%,75.0%,66.7%,33.3%,2.32,0.0%
Aryna Sabalenka,2016 Saint Petersburg $100K R32,W vsKalinskaya,64.9%,58.0%,1.3%,1/0,2.49,1.8%,66.7%,56.7%,0.0%,2.64,0.0%,64.5%,60.0%,3.2%,2.27,4.3%
Coco Gauff,2025 Cincinnati QF,L vsPaolini,78.2%,61.8%,0.0%,0/0,2.45,7.8%,74.1%,57.5%,0.0%,2.53,12.1%,90.3%,67.9%,0.0%,2.29,0.0%
Coco Gauff,2025 Montreal R16,L vsMboko,50.0%,36.0%,4.0%,0/2,2.33,9.4%,51.7%,40.0%,0.0%,2.51,12.5%,62.5%,30.0%,12.5%,2.16,6.3%
Coco Gauff,2025 Berlin R16,L vsWang,68.5%,45.9%,1.9%,1/0,2.38,15.2%,64.5%,35.0%,0.0%,2.44,35.7%,77.3%,58.8%,4.5%,2.33,0.0%
Coco Gauff,2025 Roland Garros F,W vsSabalenka,79.3%,59.8%,4.3%,4/1,2.43,9.7%,85.5%,61.0%,2.9%,2.44,12.8%,80.5%,57.6%,7.3%,2.42,4.0%
Coco Gauff,2025 Roland Garros SF,W vsBoisson,84.1%,70.3%,2.3%,1/0,2.44,5.4%,84.6%,72.7%,3.8%,2.46,8.7%,88.2%,66.7%,0.0%,2.41,0.0%
Coco Gauff,2025 Roland Garros R64,W vsValentova,78.9%,75.6%,7.0%,2/2,2.62,5.4%,79.5%,71.0%,2.6%,2.62,6.9%,93.3%,85.7%,20.0%,2.60,0.0%
Coco Gauff,2025 Roland Garros R128,W vsGadecki,72.0%,69.4%,4.0%,1/1,2.08,8.3%,79.3%,56.5%,3.4%,2.06,7.7%,86.7%,92.3%,6.7%,2.14,10.0%
Coco Gauff,2025 Rome F,L vsPaolini,82.9%,50.0%,2.9%,2/0,2.81,4.9%,81.1%,53.5%,0.0%,2.58,8.3%,88.2%,40.0%,11.8%,3.14,0.0%
Coco Gauff,2025 Rome QF,W vsAndreeva,90.1%,46.9%,1.4%,1/0,2.25,8.7%,92.5%,54.1%,2.5%,2.26,13.3%,96.4%,37.0%,0.0%,2.24,0.0%
Coco Gauff,2025 Madrid F,L vsSabalenka,63.8%,45.9%,8.6%,4/1,2.69,4.9%,70.0%,46.4%,2.5%,2.74,7.9%,56.3%,44.4%,25.0%,2.61,0.0%
Coco Gauff,2025 Madrid SF,W vsSwiatek,81.6%,65.0%,2.0%,0/1,2.70,5.6%,88.2%,66.7%,0.0%,2.85,10.0%,83.3%,60.0%,8.3%,2.51,0.0%
Coco Gauff,2025 Madrid QF,W vsAndreeva,78.0%,62.5%,1.2%,0/1,2.19,5.9%,76.0%,55.3%,0.0%,2.25,11.1%,89.7%,73.1%,3.4%,2.13,0.0%
Coco Gauff,2025 Miami R16,L vsLinette,76.9%,50.0%,6.2%,3/1,2.47,0.0%,75.6%,45.2%,4.9%,2.53,0.0%,79.2%,57.9%,8.3%,2.37,0.0%
Coco Gauff,2025 Miami R32,W vsSakkari,89.3%,60.0%,1.8%,0/1,2.49,9.1%,83.3%,63.3%,2.8%,2.41,12.0%,100.0%,55.0%,0.0%,2.73,0.0%
Coco Gauff,2025 Miami R64,W vsKenin,84.4%,81.5%,12.5%,3/1,2.10,4.2%,85.0%,82.4%,15.0%,2.13,6.3%,100.0%,80.0%,10.0%,2.05,0.0%
Coco Gauff,2025 Indian Wells R16,L vsBencic,71.9%,45.3%,4.5%,4/0,2.43,8.2%,69.2%,44.4%,4.6%,2.58,11.6%,90.5%,47.4%,4.8%,2.08,0.0%
Coco Gauff,2025 Indian Wells R32,W vsSakkari,76.7%,56.5%,6.7%,1/3,2.63,12.2%,79.4%,51.9%,2.9%,2.65,18.2%,95.0%,63.2%,15.0%,2.58,0.0%
Coco Gauff,2025 Indian Wells R64,W vsUchijima,76.6%,58.8%,5.4%,4/2,2.45,18.1%,75.0%,55.6%,5.0%,2.53,23.1%,87.0%,62.5%,6.5%,2.14,0.0%
Coco Gauff,2025 Dubai R32,L vsKessler,77.1%,42.6%,8.6%,3/3,2.62,6.5%,75.0%,43.3%,2.5%,2.74,12.5%,82.8%,41.7%,17.2%,2.48,0.0%
Coco Gauff,2025 Doha R32,L vsKostyuk,69.1%,44.7%,7.3%,3/1,2.35,8.8%,70.7%,48.3%,4.9%,2.29,12.5%,75.0%,33.3%,16.7%,2.48,0.0%
Coco Gauff,2025 Australian Open QF,L vsBadosa,65.1%,51.2%,3.2%,2/0,2.48,12.5%,69.4%,52.0%,2.8%,2.49,20.0%,64.0%,50.0%,4.0%,2.46,0.0%
Coco Gauff,2025 Australian Open R16,W vsBencic,80.0%,57.4%,4.7%,1/3,2.59,7.0%,79.6%,55.8%,0.0%,2.70,11.8%,83.3%,60.0%,13.3%,2.42,0.0%
Coco Gauff,2025 Australian Open R32,W vsFernandez,72.4%,57.1%,0.0%,0/0,2.24,15.4%,83.3%,56.7%,0.0%,2.29,17.6%,63.2%,58.3%,0.0%,2.16,11.1%
Coco Gauff,2025 Australian Open R64,W vsBurrage,69.1%,59.6%,11.8%,6/2,2.84,9.5%,69.0%,55.2%,11.9%,2.68,10.7%,90.0%,66.7%,15.0%,3.14,7.1%
